"","titre","resume","mots.clefs","mots.clefs_nb","auteurs","Auteurs_sexes","auteurs_nb","Annee","Volume","Numero","Periode","rubrique_net1","ident","rubrique_net","auteurs_nbs","langue"
"686","l'apport de l'ined et de population à la démographie roumaine les relations démographiques franco-roumaines","","",0,"Vladimir Trebici","Homme",1,1995,50,6,"(1990,2000]","autres",1292,"autres","1","fr"
"687","examen anatomique de population (1946-1994) : les chroniques, fondements initiaux de la revue et leur destin","","",0,"Paul Clerc","Homme",1,1995,50,6,"(1990,2000]","autres",1293,"autres","1","fr"
"688","les particularités de population dans les thèmes traités et les méthodes utilisées","","",0,"Etienne Van de Walle","Homme",1,1995,50,6,"(1990,2000]","autres",1294,"autres","1","fr"
"689","de la population scolaire à la population des familles","","",0,"Paolo de Sandre","Homme",1,1995,50,6,"(1990,2000]","autres",1295,"autres","1","fr"
"690","de la naissance de la démographie historique à l'enquête henry","","",0,"René Le Mée","Homme",1,1995,50,6,"(1990,2000]","autres",1296,"autres","1","fr"
"691","la contribution de l'ined à la formation de l'analyse démographique","","",0,"Yves Péron","HommeS",1,1995,50,6,"(1990,2000]","autres",1297,"autres","1","fr"
"692","la condition d'homogénéité en analyse démographique et en analyse statistique des biographies","","",0,"Chantal Blayo","Femme",1,1995,50,6,"(1990,2000]","",1298,"","1","fr"
"693","parcours et étapes des études sur la mortalité dans la dynamique de la recherche démographique","","",0,"Graziella Caselli","Femme",1,1995,50,6,"(1990,2000]","",1299,"","1","fr"
"694","modèles démographiques : les cinquante premières années de population","","",0,"Patrick Heuveline; Ansley Johnson Coale; Jane Menken","MixteS",3,1995,50,6,"(1990,2000]","",1300,"","3","fr"
"695","l'ined et le tiers monde","","",0,"Jacques Véron","HommeS",1,1995,50,6,"(1990,2000]","",1301,"","1","fr"
"696","l'équilibre numérique entre hommes et femmes et le marché matrimonial le point sur la question","","",0,"Peter McDonald","Homme",1,1995,50,6,"(1990,2000]","",1302,"","1","fr"
"697","vieillissement de la population : inconvénients et adaptation","","",0,"Jacques Henripin","Homme",1,1995,50,6,"(1990,2000]","autres",1304,"autres","1","fr"
"698","du vieillissement démographique à l'intégration des âges : la révolution de la géritude","","",0,"Michel Loriaux","Homme",1,1995,50,6,"(1990,2000]","autres",1305,"autres","1","fr"
"699","réplique","","",0,"Jacques Henripin","Homme",1,1995,50,6,"(1990,2000]","autres",1306,"autres","1","fr"
"700","contre-réplique","","",0,"Michel Loriaux","Homme",1,1995,50,6,"(1990,2000]","autres",1307,"autres","1","fr"
"701","le remplacement des générations dans une période de transition","","",0,"Nathan Keyfitz","Homme",1,1995,50,6,"(1990,2000]","autres",1308,"autres","1","fr"
"702","louis henry et la démographie historique","","",0,"Hubert Charbonneau","HommeS",1,1995,50,6,"(1990,2000]","autres",1310,"autres","1","fr"
"703","écrire la démographie : des principes d'a sauvy à l'exemple de r pressat","","",0,"Patrick Festy","Homme",1,1995,50,6,"(1990,2000]","autres",1311,"autres","1","fr"
"704","écrire la démographie mathématique : un nouveau manuel de r pressat","","",0,"Nathan Keyfitz","Homme",1,1995,50,6,"(1990,2000]","autres",1312,"autres","1","fr"
"705","alcool : consommation moyenne et consommation excessive actualité de sully ledermann","","",0,"Alfred Nizard; Francisco Munoz-Perez","HommeS",2,1995,50,6,"(1990,2000]","autres",1313,"autres","2","fr"
"706","potentiel d'accroissement d'une population (réédition)","","",0,"Paul Vincent","Homme",1,1995,50,6,"(1990,2000]","autres",1314,"autres","1","fr"
"707","la crise sanitaire en russie i tendances récentes de l'espérance de vie et des causes de décès de 1970 à 1993","","",0,"Jacques Vallin; France Meslé; Vladimir Shkolnikov","MixteS",3,1995,50,4,"(1990,2000]","",1315,"","3","fr"
"708","la crise sanitaire en russie ii évolution des causes de décès: comparaison avec la france et l'angleterre (1970-1993)","","",0,"Jacques Vallin; France Meslé; Vladimir Shkolnikov","MixteS",3,1995,50,4,"(1990,2000]","",1316,"","3","fr"
"709","variations sur les variations du suicide en france","","",0,"Pierre Surault","Homme",1,1995,50,4,"(1990,2000]","",1317,"","1","fr"
"710","une méthode d'analyse et d'interprétation des risques concurrents de mortalité par cause","","",0,"Sabrina Prati","Femme",1,1995,50,4,"(1990,2000]","",1318,"","1","fr"
"711","projections de mortalité par cause de décès : extrapolation tendancielle ou modèle âge-période-cohorte","","",0,"Luisa Frova; Alessandra Burgio","FemmeS",2,1995,50,4,"(1990,2000]","",1319,"","2","fr"
"712","les cadeaux financiers des surféconds aux sous-féconds","","",0,"Jacques Henripin","Homme",1,1995,50,4,"(1990,2000]","",1320,"","1","fr"
"713","très peu de couples restent volontairement sans enfant","","",0,"Laurent Toulemon","Homme",1,1995,50,4,"(1990,2000]","",1321,"","1","fr"
"714","le départ du foyer parental des jeunes canadiens nés entre 1921 et 1960","","",0,"Karen Lehrhaupt; Céline Le Bourdais; Evelyne Lapierre-Adamcyk","FemmeS",3,1995,50,4,"(1990,2000]","",1322,"","3","fr"
"715","l'héritage et la mobilité sociale au sein de la fratrie ii l'activité professionnelle et la mobilité sociale des sœurs","","",0,"Pierre Zarca","Homme",1,1995,50,4,"(1990,2000]","",1323,"","1","fr"
"716","l'analyse démographique de l'analphabétisme en iran","","",0,"Saeed Paivandi","Homme",1,1995,50,4,"(1990,2000]","",1324,"","1","fr"
"717","les solutions apportées aux problèmes de stérilité et leur impact sur le risque de rester sans enfant","","",0,"Laurent Toulemon","Homme",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1326,"article","1","fr"
"718","nouvelles données sur la population marocaine : les non-surprises du recensement de septembre 1994","","",0,"Youssef Courbage","Homme",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1327,"article","1","fr"
"719","les officiers du premier empire(1803-1815)","","",0,"Jacques Houdaille","HommeS",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1328,"article","1","fr"
"720","le renouvellement de la population parisienne entre 1975 et 1990","","",0,"Patrick Simon","Homme",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1329,"article","1","fr"
"721","les porteurs d'eau à paris en 1793","","",0,"Jacques Houdaille","HommeS",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1330,"article","1","fr"
"722","richesse et population une notice de rené carmille sur alfred sauvy(1943)","","",0,"Michel-Louis Lévy","Homme",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1331,"article","1","fr"
"723","un rapport de la bundesbank sur les conséquences du vieillissement démographique","","",0,"J.-C. C.","HommeS",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1343,"article","1","fr"
"724","tendances des migrations internationales","","",0,"M. T.",NA,1,1995,50,4,"(1990,2000]","notes de recherche et documents",1349,"article","1","fr"
"725","la toxico-dépendance chez les jeunes","","",0,"J.-C. C.","HommeS",1,1995,50,4,"(1990,2000]","notes de recherche et documents",1350,"article","1","fr"
"726","le rôle des vaccinations dans la baisse de la mortalité des enfants au sénégal","","",0,"Gilles Pison; Annabel Desgrées du Loû","MixteS",2,1995,50,3,"(1990,2000]","",1360,"","2","fr"
"727","évolution comparée de la mortalité en rfa et en france (1950-1989)","","",0,"Benoît Haudidier","Homme",1,1995,50,3,"(1990,2000]","",1362,"","1","fr"
"728","le repli des anciens sur les loisirs domestiques effet d'âge ou de génération ?","","",0,"Joëlle Gaymu; Christiane Delbès","FemmeS",2,1995,50,3,"(1990,2000]","",1363,"","2","fr"
"729","l'évolution démographique récente","","",0,"Patrick Festy","Homme",1,1995,50,3,"(1990,2000]","la conjoncture démographique",1365,"article","1","fr"
"730","la mortalité en france : le recul se poursuit","","",0,"France Meslé","Femme",1,1995,50,3,"(1990,2000]","la conjoncture démographique",1366,"article","1","fr"
"731","l'évolution du recours à l'avortement en france depuis 1976","","",0,"Chantal Blayo","Femme",1,1995,50,3,"(1990,2000]","la conjoncture démographique",1367,"article","1","fr"
"732","démographie des centres d'accueil pour enfants réfugiés non accompagnés (erna) de la zone de goma(zaïre), juillet-septembre 1994","","",0,"J. M. Milleliri",NA,1,1995,50,3,"(1990,2000]","la conjoncture démographique",1368,"article","1","fr"
"733","devenir parent hors mariage en france et en grande-bretagne : les différentes facettes d'un statut particulier","","",0,"Éva Lelièvre; Kathleen Kiernan","FemmeS",2,1995,50,3,"(1990,2000]","la conjoncture démographique",1369,"article","2","fr"
"734","la fréquence de l'union libre en france","","",0,"France Prioux","FemmeS",1,1995,50,3,"(1990,2000]","la conjoncture démographique",1370,"article","1","fr"
"735","l'influence de l'âge au premier accouchement sur la mortalité par cancer du sein : une méthode d'estimation","","",0,"Annie J Sasco; Fr.-R. de Salve-Villedieu; Jacques Lavertu",NA,3,1995,50,3,"(1990,2000]","la conjoncture démographique",1371,"article","3","fr"
"736","les défaillances de la mémoire dans les enquêtes","","",0,"Benoît Riandey","Homme",1,1995,50,3,"(1990,2000]","la conjoncture démographique",1372,"article","1","fr"
"737","amour, sexualité, sida réflexions autour de résultats d'une enquête en milieu étudiant parisien","","",0,"R. L.",NA,1,1995,50,3,"(1990,2000]","la conjoncture démographique",1374,"article","1","fr"
"738","egypt","","",0,"J. Hd.",NA,1,1995,50,3,"(1990,2000]","la conjoncture démographique",1383,"article","1","fr"
"739","les contrastes géographiques des comportements de contraception","","",0,"Brigitte Baccaïni","Femme",1,1995,50,2,"(1990,2000]","",1392,"","1","fr"
"740","l'héritage et la mobilité sociale au sein de la fratrie i l'héritage et la mobilité sociale différentielle des frères","","",0,"Bernard Zarca","Homme",1,1995,50,2,"(1990,2000]","",1393,"","1","fr"
"741","politique à l'égard des étrangers et contingentement de l'immigration l'exemple de la suisse","","",0,"Didier Chambovey","Homme",1,1995,50,2,"(1990,2000]","",1394,"","1","fr"
"742","les trajectoires des religieuses au québec de 1922 à 1971","","",0,"Nicole Laurin; Lorraine Duchesne","FemmeS",2,1995,50,2,"(1990,2000]","",1395,"","2","fr"
"743","baisse de la fécondité dans la péninsule arabique","","",0,"Youssef Courbage","Homme",1,1995,50,2,"(1990,2000]","",1396,"","1","fr"
"744","la mortalité et les causes de décès des marocains en france 1979 à 1991 ii les causes de décès","","",0,"Youssef Courbage; Myriam Khlat","MixteS",2,1995,50,2,"(1990,2000]","",1397,"","2","fr"
"745","une révision du concept de transition démographique à la lumière de l'expérinede l'asie orientale","","",0,"Cari Mosk",NA,1,1995,50,2,"(1990,2000]","notes de recherche et documents",1398,"article","1","fr"
"746","l'évolution démographique d'une communauté de kabyles rapatriés","","",0,"Maurice Faivre","Homme",1,1995,50,2,"(1990,2000]","notes de recherche et documents",1399,"article","1","fr"
"747","composition des ménages et revenus des femmes divorcées en russie","","",0,"Lidia Prokofieva","Femme",1,1995,50,2,"(1990,2000]","notes de recherche et documents",1400,"article","1","fr"
"748","un modèle pour estimer le nombre de migrants parmi les personnes à charge d'un ménage","","",0,"Himanshu Pandey","Homme",1,1995,50,2,"(1990,2000]","notes de recherche et documents",1401,"article","1","fr"
"749","population-development-environment understandingtheirinteractions in mauritius","","",0,"I. W.",NA,1,1995,50,2,"(1990,2000]","notes de recherche et documents",1420,"article","1","fr"
"750","la mortalité et les causes de décès des marocains en france 1979-1991i la mortalité générale une confirmation de la sous-mortalité masculine malgré les problèmes de mesure","","",0,"Myriam Khlat; Youssef Courbage","MixteS",2,1995,50,1,"(1990,2000]","",1429,"","2","fr"
"751","la fécondité au cameroun","","",0,"Nicole Bella","Femme",1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1431,"article","1","fr"
"752","divorce et remariage des femmes en afrique de l'ouest le cas du togo","","",0,"Marie-Paule Thiriat; Thérèse Locoh","FemmeS",2,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1432,"article","2","fr"
"753","les déterminants socio-économiques de la sortie du célibat à dakar","","",0,"Mamadou Djire; Benoît Laplante; Philippe Antoine","HommeS",3,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1433,"article","3","fr"
"754","guerre et nuptialité rélexions sur l'influence de la seconde guerre mondiale, et de deux autres, sur la nuptialité des français","","",0,"Francis Ronsin","Homme",1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1434,"article","1","fr"
"755","analyse de biographies fragmentaires","","",0,"Jamal Najim; Daniel Courgeau","HommeS",2,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1435,"article","2","fr"
"756","indice de coale, indices comparatifs, génération moyenne, indicateur conjoncturel et composantes","","",0,"Jean-Paul Sardon","Homme",1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1436,"article","1","fr"
"757","démographie des ancêtres des présidents des étatsunis","","",0,"Jacques Houdaille","HommeS",1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1437,"article","1","fr"
"758","fin de l'« explosion » démographique en méditerranée ?","","",0,"Youssef Courbage","Homme",1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1438,"article","1","fr"
"759","les californiens avant la ruée vers l'or (1769-1851)","","",0,"Jacques Houdaille","HommeS",1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1439,"article","1","fr"
"760","narodonaselenie, enciklopediceskij slovar'","","",0,"A. B.",NA,1,1995,50,1,"(1990,2000]","rapport sur la situation démographique de",1460,"article","1","fr"
"761","l'enfant dans la famillevingt ans de changement dans l'environnement familial des enfants","","",0,"Patrick Festy","Homme",1,1994,49,6,"(1990,2000]","autres",1468,"autres","1","fr"
"762","l'évolution de l'environnement familial des enfants","","",0,"Christophe Lefranc; Suzanne Thave","MixteS",2,1994,49,6,"(1990,2000]","autres",1469,"autres","2","fr"
"763","la place des enfants dans l'histoire des couples","","",0,"Laurent Toulemon","Homme",1,1994,49,6,"(1990,2000]","autres",1470,"autres","1","fr"
"764","le droit et les familles non mariées en france","","",0,"France Prioux","FemmeS",1,1994,49,6,"(1990,2000]","autres",1471,"autres","1","fr"
"765","économie, politique et changement familial","","",0,"John Ermisch","Homme",1,1994,49,6,"(1990,2000]","autres",1472,"autres","1","fr"
"766","chiffrer une évolution du coût de l'enfant ? changement de société, mise en cause des concepts","","",0,"Olivia Ekert-Jaffé","Femme",1,1994,49,6,"(1990,2000]","autres",1473,"autres","1","fr"
"767","les familles monoparentales aux étatsunis dynamique, niveau de vie et conséquences sur le développement de l'enfant","","",0,"Greg J. Duncan; Willard Rodgers; Jean W. Yeung","HommeS",3,1994,49,6,"(1990,2000]","autres",1474,"autres","3","fr"
"768","le bien-être économique des enfants européens une perspective comparative","","",0,"Timothy M. Smeeding; Lee Rainwater","HommeS",2,1994,49,6,"(1990,2000]","autres",1475,"autres","2","fr"
